Invoice_ID,Date,Customer_Name,Customer_Email,Product_Name,Category,Quantity,Unit_Price,Discount(%),Payment_Method,Store_Location,Salesperson,Total_Sales
INV1175,7/1/2025,Lisa Bennett,eduardogarrison@yahoo.com,White Chocolate Bar,Truffles,7,24.7,5,Mobile Payment,Mall Outlet,Linda,164.26
INV1176,5/28/2025,Dr. Jonathan Holland,piercetiffany@fleming.com,Chocolate Gift Box,Truffles,2,5.71,0,Credit Card,Uptown,Jake,11.42
INV1177,7/16/2025,Kevin Mcgrath,oharris@gmail.com,Chocolate Gift Box,Truffles,2,13.72,15,Online Transfer,Mall Outlet,Lisa,23.32
INV1178,6/2/2025,Tracey Oconnor,abigail51@gmail.com,Dark Chocolate Bar,Nuts,1,16.41,10,Cash,Downtown,Isaac,14.77
INV1179,6/20/2025,Caleb Nash,lisajenkins@kirk.com,Chocolate Truffles,Beverages,3,18.31,10,Online Transfer,Uptown,Shelly,49.44
INV1180,5/16/2025,Tammy Harris,jenniferrussell@gmail.com,Hot Chocolate Mix,Nuts,6,15.09,0,Credit Card,Mall Outlet,Anthony,90.54
INV1181,7/9/2025,Sierra Jackson,jesusflores@sanchez.com,Chocolate Truffles,Beverages,8,2.72,5,Credit Card,Mall Outlet,James,20.67
INV1182,9/2/2025,James Garcia,garciajamie@yahoo.com,Chocolate-Covered Nuts,Beverages,9,9.85,0,Credit Card,Mall Outlet,Larry,88.65
INV1183,8/26/2025,Traci Lee,vferguson@moore.com,Hot Chocolate Mix,Truffles,7,14.15,0,Cash,Mall Outlet,Michael,99.05
INV1184,12/1/2025,Amy Steele,christybailey@yahoo.com,Chocolate Gift Box,Gifts,4,4.48,0,Mobile Payment,Mall Outlet,Katrina,17.92
INV1185,2/9/2025,Kimberly Chen DDS,jodi94@vasquez.net,Chocolate Gift Box,Bars,6,10.39,5,Online Transfer,Uptown,Candice,59.22
INV1186,11/8/2025,Anna Edwards,keithhoward@hotmail.com,Hot Chocolate Mix,Truffles,5,3.25,15,Online Transfer,Airport Kiosk,Jerry,13.81
INV1187,3/22/2025,Kevin Escobar,smithkelsey@yahoo.com,Chocolate Gift Box,Truffles,8,4.27,0,Mobile Payment,Uptown,David,34.16
INV1188,8/12/2025,Kelly Lara,stephen11@prince.org,White Chocolate Bar,Gifts,1,11.43,5,Online Transfer,Uptown,Denise,10.86
INV1189,4/25/2025,Jennifer Sutton,mckenziepatricia@yahoo.com,Hot Chocolate Mix,Bars,1,5.49,15,Cash,Uptown,Charles,4.67
INV1190,2/18/2025,Dr. Jamie Smith,jason40@davis-pennington.biz,Chocolate Truffles,Nuts,6,15.27,0,Online Transfer,Airport Kiosk,Sonya,91.62
INV1191,4/13/2025,Ian Brown,smithscott@gmail.com,Hot Chocolate Mix,Nuts,2,18.01,10,Credit Card,Downtown,Austin,32.42
INV1192,6/27/2025,Shane Adams,alexandrastevens@mcbride-manning.com,Chocolate Gift Box,Truffles,5,20.51,15,Mobile Payment,Airport Kiosk,Glen,87.17
INV1193,7/23/2025,Joshua Stephens,thomasrodriguez@yahoo.com,White Chocolate Bar,Bars,1,7,0,Cash,Uptown,Brian,7
INV1194,7/21/2025,Elizabeth Wheeler,lisa85@hotmail.com,White Chocolate Bar,Truffles,7,6.27,15,Mobile Payment,Mall Outlet,Robert,37.31
INV1195,3/14/2025,Michael Richards,jonesbarbara@hawkins.com,Chocolate-Covered Nuts,Beverages,1,4.85,15,Cash,Mall Outlet,Samantha,4.12
INV1196,6/4/2025,Sarah Cochran,ecarpenter@ortiz.com,Chocolate Truffles,Truffles,4,16.82,15,Credit Card,Uptown,Brandi,57.19
INV1197,1/12/2026,Karen Johnson,matthew26@gmail.com,Milk Chocolate Bar,Truffles,9,18.4,15,Mobile Payment,Mall Outlet,Elizabeth,140.76
INV1198,7/9/2025,Tammy Simon,ohoffman@gmail.com,Milk Chocolate Bar,Nuts,1,3.21,15,Online Transfer,Uptown,Randy,2.73
INV1199,4/18/2025,Taylor Walker,odaniels@evans.com,Hot Chocolate Mix,Nuts,4,23.56,15,Cash,Mall Outlet,John,80.1
INV1200,3/29/2025,James Weber,jensencarrie@nguyen.com,Chocolate-Covered Nuts,Nuts,6,3.67,0,Mobile Payment,Airport Kiosk,Tracy,22.02
INV1201,10/22/2025,Thomas Benitez,thomas27@johnson.org,Dark Chocolate Bar,Beverages,6,14.68,10,Online Transfer,Downtown,Kevin,79.27
INV1202,4/18/2025,Michael Fisher,fishershawn@yahoo.com,Hot Chocolate Mix,Nuts,8,18.45,5,Mobile Payment,Downtown,Kim,140.22
INV1203,11/26/2025,Jason Stokes,hurleyjonathan@howard.com,Chocolate-Covered Nuts,Bars,1,22.1,15,Mobile Payment,Airport Kiosk,Christine,18.78
INV1204,4/8/2025,Brandon Thomas,ronaldwilliams@gmail.com,Chocolate Truffles,Gifts,7,18.57,5,Mobile Payment,Airport Kiosk,Randy,123.49
INV1205,7/3/2025,Karen Fields,terri93@hotmail.com,Chocolate Truffles,Bars,1,20.54,0,Cash,Uptown,Nicole,20.54
INV1206,8/18/2025,Stephanie Brown,victoriaherrera@mendez.com,Chocolate Truffles,Bars,7,10.14,15,Online Transfer,Uptown,Angela,60.33
INV1207,3/14/2025,Brandon Brady,jamesnguyen@gmail.com,Chocolate Truffles,Nuts,3,20.83,10,Credit Card,Uptown,Kimberly,56.24
INV1208,7/15/2025,Sarah Fisher,pmurphy@hardin.info,Chocolate Truffles,Gifts,8,4.3,5,Cash,Mall Outlet,Kyle,32.68
INV1209,1/13/2026,Jason Morales,emily86@hotmail.com,Chocolate-Covered Nuts,Gifts,3,22.63,15,Cash,Uptown,Matthew,57.71
INV1210,2/1/2026,Patrick Melendez,julie31@white.com,Chocolate-Covered Nuts,Gifts,1,14.82,0,Cash,Airport Kiosk,Jesse,14.82
INV1211,4/15/2025,Dylan Wells,ldavis@hotmail.com,White Chocolate Bar,Beverages,8,20.89,10,Credit Card,Downtown,Kevin,150.41
INV1212,8/13/2025,Earl James,smitheric@potter-moore.com,Milk Chocolate Bar,Nuts,3,12.68,5,Online Transfer,Mall Outlet,Lisa,36.14
INV1213,3/8/2025,Amy Hess,dwilliams@gmail.com,Chocolate Gift Box,Gifts,2,16.98,5,Online Transfer,Uptown,Robert,32.26
INV1214,5/25/2025,Kristine Phillips,adriankim@foster-copeland.biz,Chocolate Truffles,Beverages,1,14.34,15,Online Transfer,Mall Outlet,James,12.19
INV1215,4/9/2025,Anthony Hawkins,emily29@miller.biz,Dark Chocolate Bar,Truffles,3,18.96,10,Mobile Payment,Mall Outlet,Charles,51.19
INV1216,10/23/2025,Megan Stewart,gtran@yahoo.com,Chocolate Gift Box,Truffles,2,4.34,10,Mobile Payment,Uptown,Brandy,7.81
INV1217,6/21/2025,Zoe Gutierrez,clarkandrew@yahoo.com,Chocolate-Covered Nuts,Beverages,2,3.86,10,Mobile Payment,Mall Outlet,Lindsay,6.95
INV1218,4/4/2025,Nathaniel Barnes,cassandraallen@mason.com,Dark Chocolate Bar,Beverages,6,8.06,10,Credit Card,Downtown,Michael,43.52
INV1219,5/28/2025,Steven Harris,ostanley@moreno-rivera.info,Dark Chocolate Bar,Nuts,1,6.09,0,Mobile Payment,Airport Kiosk,Stacey,6.09
INV1220,6/17/2025,Gary Carey,fritzjames@robertson.biz,Dark Chocolate Bar,Nuts,2,22.12,10,Credit Card,Airport Kiosk,Carly,39.82
INV1221,4/9/2025,Robert Miller,jeffrey47@hotmail.com,White Chocolate Bar,Truffles,6,7.43,5,Online Transfer,Downtown,Dylan,42.35
INV1222,1/21/2026,Jennifer Alvarez,connie64@yahoo.com,Chocolate-Covered Nuts,Gifts,3,24.46,5,Mobile Payment,Mall Outlet,Jeffrey,69.71
INV1223,4/4/2025,Joshua White,robertskristin@hotmail.com,Dark Chocolate Bar,Truffles,4,10.08,0,Mobile Payment,Uptown,Jason,40.32
INV1224,11/10/2025,Stephen Scott,along@hotmail.com,Chocolate Truffles,Gifts,1,6.6,5,Cash,Mall Outlet,Patricia,6.27
INV1225,6/12/2025,Danielle Nichols,qtaylor@newton-delgado.net,Hot Chocolate Mix,Gifts,8,20.27,5,Credit Card,Downtown,Dylan,154.05
INV1226,3/13/2025,Scott Pierce,carterashley@hotmail.com,Dark Chocolate Bar,Nuts,7,17.32,10,Online Transfer,Mall Outlet,Norma,109.12
INV1227,1/15/2026,Alyssa Keith,raymondjennifer@ortiz.com,White Chocolate Bar,Bars,7,13.71,5,Cash,Airport Kiosk,Jennifer,91.17
INV1228,7/8/2025,Gabriella Mendoza,holmesjames@stuart.com,Chocolate Gift Box,Bars,3,15,0,Cash,Mall Outlet,Megan,45
INV1229,6/30/2025,Tina Riggs,torresjennifer@gmail.com,Chocolate-Covered Nuts,Beverages,3,18.68,10,Online Transfer,Downtown,James,50.44
INV1230,3/31/2025,Ethan Mitchell,melissa75@peters.com,White Chocolate Bar,Nuts,2,7.64,15,Cash,Airport Kiosk,Michael,12.99
INV1231,1/13/2026,Ernest Greene,jhickman@brandt.net,Dark Chocolate Bar,Gifts,1,24.92,10,Credit Card,Mall Outlet,Anita,22.43
INV1232,12/19/2025,Jessica Dixon,ymaynard@dominguez.biz,Chocolate-Covered Nuts,Bars,7,24.43,0,Credit Card,Mall Outlet,Wendy,171.01
INV1233,2/6/2026,Heidi Higgins,tara80@gmail.com,Hot Chocolate Mix,Gifts,7,17.13,10,Mobile Payment,Airport Kiosk,Shane,107.92
INV1234,9/24/2025,Jeffrey Perkins,gregory00@hotmail.com,Dark Chocolate Bar,Bars,2,6.99,10,Cash,Uptown,Amanda,12.58
INV1235,8/12/2025,Margaret Miller,meganrichardson@andrade-jackson.biz,White Chocolate Bar,Bars,7,17.81,0,Mobile Payment,Airport Kiosk,Meghan,124.67
INV1236,4/17/2025,Erin Myers,juliathomas@silva.com,Milk Chocolate Bar,Bars,8,4.12,10,Cash,Uptown,Daniel,29.66
INV1237,2/14/2025,Bradley Mckee,carmenvega@jones-gamble.info,Chocolate Truffles,Nuts,1,3.19,0,Credit Card,Downtown,Lisa,3.19
INV1238,3/9/2025,Andrew Smith Jr.,brucejackson@yahoo.com,Chocolate Gift Box,Truffles,9,8.3,0,Credit Card,Downtown,Gregory,74.7
INV1239,5/29/2025,Scott Montoya,uhughes@evans.com,White Chocolate Bar,Gifts,7,12.91,15,Credit Card,Airport Kiosk,Brandon,76.81
INV1240,11/19/2025,Brittney Hernandez,lisameyers@yahoo.com,Chocolate-Covered Nuts,Nuts,3,22.04,5,Cash,Airport Kiosk,Richard,62.81
INV1241,1/22/2026,Danielle Murray,deniseguerra@yahoo.com,Dark Chocolate Bar,Nuts,8,18.86,5,Credit Card,Downtown,Mary,143.34
INV1242,3/9/2025,Nathaniel Curtis,carterchristopher@gmail.com,Chocolate Truffles,Nuts,7,19.21,10,Cash,Uptown,Peter,121.02
INV1243,5/24/2025,Karina Vaughan,longcrystal@jones.com,Dark Chocolate Bar,Nuts,8,12.07,10,Mobile Payment,Downtown,Jennifer,86.9
INV1244,11/21/2025,Nicholas Torres,ujackson@yahoo.com,Chocolate-Covered Nuts,Nuts,6,10.28,15,Cash,Airport Kiosk,James,52.43
INV1245,12/2/2025,Tracie Miller,dominguezsavannah@yahoo.com,Dark Chocolate Bar,Beverages,9,10.85,15,Mobile Payment,Downtown,Justin,83
INV1246,7/13/2025,Gregory Brewer,lisareeves@gmail.com,Milk Chocolate Bar,Gifts,5,24.72,15,Cash,Airport Kiosk,Jeremy,105.06
INV1247,6/3/2025,Yesenia Smith,joshuawu@hotmail.com,Chocolate Truffles,Nuts,3,3.4,0,Mobile Payment,Airport Kiosk,Abigail,10.2
INV1248,10/3/2025,Todd Walker,humphreystephen@olson-serrano.org,Chocolate Truffles,Gifts,3,22.01,15,Credit Card,Downtown,Shelby,56.13
INV1249,12/10/2025,Jessica Black,vrangel@villarreal-sanchez.org,Chocolate-Covered Nuts,Beverages,1,15.52,15,Mobile Payment,Uptown,Latasha,13.19
INV1250,7/8/2025,Brittany Delgado,travis38@gonzalez.com,Chocolate Gift Box,Beverages,8,12.37,10,Credit Card,Mall Outlet,Ronald,89.06
INV1251,5/18/2025,Adam Williams,jackmorgan@butler-bray.com,Milk Chocolate Bar,Gifts,2,18.82,15,Credit Card,Downtown,Robert,31.99
INV1252,3/23/2025,Amanda Wagner,igarcia@gray-collins.com,White Chocolate Bar,Bars,3,13.45,0,Mobile Payment,Mall Outlet,Caleb,40.35
INV1253,6/15/2025,Leslie Warner,vbennett@colon-thompson.com,Dark Chocolate Bar,Truffles,8,22.15,0,Cash,Downtown,Michael,177.2
INV1254,12/20/2025,Tyler Matthews,lcastillo@hotmail.com,Hot Chocolate Mix,Bars,8,22.77,10,Cash,Mall Outlet,Haley,163.94
INV1255,5/27/2025,Alicia Castro,kgriffin@santos.info,Dark Chocolate Bar,Bars,4,11.99,15,Online Transfer,Uptown,Michael,40.77
INV1256,4/26/2025,Kathryn Flowers,kevinanderson@gmail.com,Dark Chocolate Bar,Bars,4,8.73,15,Cash,Uptown,Caleb,29.68
INV1257,12/17/2025,Jordan Washington,grivera@black.com,White Chocolate Bar,Nuts,5,15.83,0,Online Transfer,Downtown,Brandon,79.15
INV1258,1/28/2026,Valerie Brown,lauramendez@hotmail.com,Dark Chocolate Bar,Beverages,6,23.03,15,Cash,Airport Kiosk,Andrew,117.45
INV1259,6/22/2025,Abigail Patel,jonathon22@fitzgerald.com,Milk Chocolate Bar,Bars,5,7.24,15,Cash,Mall Outlet,Scott,30.77
INV1260,5/16/2025,Kendra Mendoza,hfisher@walker-crawford.com,Milk Chocolate Bar,Beverages,7,16.52,15,Credit Card,Airport Kiosk,Elizabeth,98.29
INV1261,11/4/2025,Linda Edwards,natasha38@hotmail.com,Chocolate Truffles,Gifts,2,16.71,5,Online Transfer,Airport Kiosk,Ryan,31.75
INV1262,1/31/2026,Lance Kelly,michael57@gmail.com,Chocolate-Covered Nuts,Truffles,7,19,10,Cash,Airport Kiosk,Joann,119.7
INV1263,8/7/2025,Lori Davis,davidtodd@yahoo.com,Chocolate Gift Box,Gifts,7,5.46,5,Online Transfer,Uptown,Dylan,36.31
INV1264,12/23/2025,Christian Larsen,cummingsjanice@yahoo.com,Hot Chocolate Mix,Gifts,1,18.61,10,Credit Card,Downtown,Audrey,16.75
INV1265,8/10/2025,Kathleen Thomas,amymcclain@coleman.com,Dark Chocolate Bar,Nuts,7,22.95,0,Credit Card,Downtown,Nancy,160.65
INV1266,10/7/2025,Blake Carpenter,dstone@rodriguez.com,Dark Chocolate Bar,Truffles,5,6.54,15,Online Transfer,Uptown,Ruth,27.8
INV1267,6/9/2025,Mark Cisneros,bsolis@mcdonald.biz,White Chocolate Bar,Gifts,3,7.84,10,Credit Card,Uptown,Susan,21.17
INV1268,2/8/2025,Travis Hayes,jessica11@gmail.com,Chocolate-Covered Nuts,Gifts,3,24.36,5,Mobile Payment,Downtown,William,69.43
INV1269,4/2/2025,Justin Hernandez,stephensapril@yahoo.com,Milk Chocolate Bar,Truffles,4,6.57,15,Mobile Payment,Airport Kiosk,Nicholas,22.34
INV1270,10/3/2025,Bethany Allison,christina75@bradshaw.com,Hot Chocolate Mix,Truffles,2,21.72,0,Credit Card,Mall Outlet,Jonathan,43.44
INV1271,11/7/2025,Jessica Bowman,williehamilton@gmail.com,Chocolate Truffles,Gifts,2,13.58,10,Mobile Payment,Mall Outlet,Kylie,24.44
INV1272,9/28/2025,Mrs. Stephanie Duran,slewis@yahoo.com,Milk Chocolate Bar,Truffles,1,8.06,10,Cash,Mall Outlet,Brittany,7.25
INV1273,6/20/2025,Craig Perez,bassashley@flynn-hartman.biz,Chocolate-Covered Nuts,Gifts,5,22.09,10,Online Transfer,Airport Kiosk,Margaret,99.4
INV1274,4/20/2025,Rebecca White,codybrown@hotmail.com,Chocolate Gift Box,Gifts,4,12.52,15,Cash,Downtown,Harold,42.57
INV1275,7/7/2025,Jacob Hill,robertsonryan@gonzales.com,Chocolate Truffles,Nuts,2,14.08,5,Online Transfer,Uptown,Elizabeth,26.75
INV1276,9/13/2025,Rebecca Foley,patty91@yahoo.com,Chocolate Gift Box,Bars,3,10.58,5,Credit Card,Downtown,Lucas,30.15
INV1277,12/30/2025,Melissa Gates,jonathanarnold@hotmail.com,White Chocolate Bar,Gifts,7,15.84,10,Cash,Airport Kiosk,Pamela,99.79
INV1278,11/29/2025,Mr. Robert Jackson,amoreno@yahoo.com,White Chocolate Bar,Beverages,7,6.18,0,Credit Card,Uptown,Malik,43.26
INV1279,3/21/2025,Anthony Obrien,michael76@hotmail.com,Dark Chocolate Bar,Bars,4,11.3,0,Credit Card,Airport Kiosk,Felicia,45.2
INV1280,9/23/2025,Anna Mendoza,matthew19@hotmail.com,Chocolate Gift Box,Bars,5,24.31,5,Online Transfer,Mall Outlet,Danielle,115.47
INV1281,6/28/2025,Amber Zavala,ltran@yahoo.com,Chocolate-Covered Nuts,Bars,5,8.31,0,Online Transfer,Mall Outlet,Nicole,41.55
INV1282,5/14/2025,John Thompson,jonesapril@gmail.com,Hot Chocolate Mix,Nuts,6,17.28,5,Online Transfer,Airport Kiosk,Melissa,98.5
INV1283,9/14/2025,Eric Potts,sschmitt@austin.com,Chocolate Truffles,Gifts,9,9.82,10,Cash,Uptown,Teresa,79.54
INV1284,10/7/2025,Jamie Hernandez,jasonmata@hotmail.com,Milk Chocolate Bar,Nuts,2,19.9,5,Mobile Payment,Uptown,Meghan,37.81
INV1285,3/31/2025,Susan Terry,carrillobrian@gonzales.com,Chocolate-Covered Nuts,Gifts,5,5.44,5,Online Transfer,Downtown,Kenneth,25.84
INV1286,6/21/2025,Ruben Ramos,williammartinez@hotmail.com,Chocolate-Covered Nuts,Nuts,3,24.32,10,Online Transfer,Mall Outlet,Lisa,65.66
INV1287,11/17/2025,Michael Roberts,warnold@odom-black.com,White Chocolate Bar,Nuts,4,12.71,0,Cash,Downtown,Jeanette,50.84
INV1288,2/6/2025,Lindsay Payne,kward@sampson.com,Chocolate Gift Box,Beverages,6,7.81,5,Online Transfer,Downtown,Kim,44.52
INV1289,2/10/2025,Mr. Timothy Bates DDS,tortiz@yahoo.com,Dark Chocolate Bar,Nuts,8,4.15,5,Cash,Airport Kiosk,Ralph,31.54
INV1290,2/7/2025,Antonio Anderson,jamessantos@yahoo.com,Dark Chocolate Bar,Truffles,1,6.32,10,Credit Card,Airport Kiosk,Eric,5.69
INV1291,11/2/2025,Angela Saunders,fwatson@johnson.com,Chocolate Truffles,Beverages,8,14.19,0,Online Transfer,Downtown,Jesse,113.52
INV1292,12/14/2025,Michael Byrd,jessica39@fitzpatrick.com,White Chocolate Bar,Nuts,7,10.08,5,Online Transfer,Mall Outlet,Andrea,67.03
INV1293,12/15/2025,Russell Pace,amy15@hubbard-diaz.com,Chocolate-Covered Nuts,Bars,1,21.15,10,Credit Card,Airport Kiosk,Jeremiah,19.04
INV1294,7/11/2025,Terri Barnes,gstewart@hotmail.com,Hot Chocolate Mix,Truffles,2,12.19,5,Credit Card,Downtown,Tyrone,23.16
INV1295,1/15/2026,Anita Schmidt,mark17@gmail.com,White Chocolate Bar,Truffles,3,8.1,15,Credit Card,Downtown,Brittany,20.65
INV1296,10/16/2025,Jaime Boyd,jamie33@hotmail.com,Chocolate Truffles,Truffles,1,16.39,10,Online Transfer,Downtown,Robert,14.75
INV1297,6/3/2025,Steven Martin,ribarra@hotmail.com,Chocolate Truffles,Beverages,9,18.4,0,Mobile Payment,Downtown,Edward,165.6
INV1298,11/14/2025,Michael Matthews,myersdouglas@gmail.com,White Chocolate Bar,Nuts,8,6.26,0,Mobile Payment,Downtown,Kyle,50.08
INV1299,2/1/2026,Mary Thomas,jerryallen@bryan.com,Chocolate Truffles,Nuts,2,6.27,0,Mobile Payment,Downtown,Monica,12.54
INV1300,12/12/2025,Laura Williams,nathankelley@goodman.com,White Chocolate Bar,Bars,9,3.33,0,Online Transfer,Airport Kiosk,Joanna,29.97
INV1301,4/20/2025,Tammy Hall,matthew59@baker.org,Milk Chocolate Bar,Bars,7,19.07,5,Credit Card,Mall Outlet,David,126.82
INV1302,11/25/2025,Kimberly Skinner,gabriellestein@dunn-carroll.com,White Chocolate Bar,Truffles,9,17.44,5,Online Transfer,Downtown,Ashley,149.11
INV1303,7/11/2025,Brian Jennings,prangel@yahoo.com,Chocolate Gift Box,Bars,6,13.18,0,Credit Card,Uptown,Vincent,79.08
INV1304,12/14/2025,Michelle Davis,christopher62@white.com,White Chocolate Bar,Beverages,6,21.49,0,Online Transfer,Airport Kiosk,Michelle,128.94
INV1305,2/8/2025,Kathryn Blair,qanderson@gardner-wilson.biz,Chocolate Truffles,Nuts,4,20.63,0,Online Transfer,Airport Kiosk,James,82.52
INV1306,7/30/2025,Lee Thomas,hkerr@hale-rogers.com,Chocolate Gift Box,Truffles,2,15.67,5,Credit Card,Downtown,Nicholas,29.77
INV1307,11/17/2025,Dr. Kimberly Stevenson MD,jonathanyoung@gmail.com,Chocolate Truffles,Bars,7,22.04,0,Mobile Payment,Airport Kiosk,Robert,154.28
INV1308,12/25/2025,Shannon Henson,kellyvelazquez@hotmail.com,Dark Chocolate Bar,Beverages,5,7.13,0,Credit Card,Downtown,Marcus,35.65
INV1309,10/6/2025,Michael Lewis,robertlindsey@hotmail.com,Dark Chocolate Bar,Beverages,6,5.02,15,Cash,Mall Outlet,Pamela,25.6
INV1310,8/2/2025,Rebecca Chapman,wolfjill@webster-moreno.com,Chocolate Gift Box,Bars,2,8.57,15,Cash,Mall Outlet,Shelby,14.57
INV1311,6/17/2025,William Young,kendra86@burns-scott.biz,Milk Chocolate Bar,Nuts,5,3.78,0,Credit Card,Airport Kiosk,Steve,18.9
INV1312,7/16/2025,David Burgess,awilkinson@hotmail.com,Dark Chocolate Bar,Bars,4,14.45,10,Online Transfer,Airport Kiosk,Alvin,52.02
INV1313,11/19/2025,Robert Pitts,tharrell@yahoo.com,White Chocolate Bar,Truffles,9,23.57,0,Cash,Uptown,Michael,212.13
INV1314,7/21/2025,Isabella Taylor,duranperry@hotmail.com,Chocolate Truffles,Bars,6,3.39,15,Cash,Airport Kiosk,Ariel,17.29
INV1315,3/2/2025,Jason Garcia,petersonlee@long-cruz.com,Dark Chocolate Bar,Beverages,2,5.25,10,Online Transfer,Uptown,Jon,9.45
INV1316,1/10/2026,Amanda Johnson,singletonwilliam@yahoo.com,Dark Chocolate Bar,Bars,1,12.67,10,Online Transfer,Mall Outlet,Michael,11.4
INV1317,12/2/2025,Ariel Page,floresann@hotmail.com,Milk Chocolate Bar,Nuts,5,23.51,0,Mobile Payment,Mall Outlet,Fred,117.55
INV1318,12/8/2025,Richard Freeman,donald98@gmail.com,Chocolate Gift Box,Gifts,9,9.61,15,Online Transfer,Downtown,Brandon,73.52
INV1319,10/2/2025,Jeffrey Peterson,caitlinkrueger@gutierrez.org,Chocolate Gift Box,Bars,6,13.91,15,Credit Card,Mall Outlet,Michelle,70.94
INV1320,7/28/2025,Sheila Mendoza,tara55@taylor.biz,Chocolate-Covered Nuts,Nuts,7,3.44,10,Credit Card,Uptown,Dana,21.67
INV1321,3/3/2025,Tammy Owens,xlindsey@yahoo.com,Milk Chocolate Bar,Nuts,5,5.84,0,Mobile Payment,Airport Kiosk,Zachary,29.2
INV1322,11/27/2025,Dalton Smith,casepaul@cox-mayer.org,White Chocolate Bar,Beverages,6,24.7,5,Cash,Downtown,Charles,140.79
INV1323,3/14/2025,Jonathan Rodriguez,veronica98@hughes.com,Chocolate Gift Box,Nuts,5,24.22,5,Cash,Uptown,Tammy,115.04
INV1324,5/6/2025,Mark Jones MD,egonzalez@johnson.biz,Chocolate Truffles,Nuts,9,2.61,15,Online Transfer,Airport Kiosk,William,19.97
INV1325,3/3/2025,Andrew Lawrence,russellwilliam@green-wilson.com,Milk Chocolate Bar,Nuts,6,23.92,5,Credit Card,Downtown,Gerald,136.34
INV1326,10/12/2025,Jacob Johnson,josephwilliams@gmail.com,Dark Chocolate Bar,Nuts,8,16.88,15,Cash,Mall Outlet,Alyssa,114.78
INV1327,7/27/2025,Stephanie Bernard,andrea41@hotmail.com,Chocolate Truffles,Truffles,2,22.03,15,Mobile Payment,Uptown,Michelle,37.45
INV1328,3/27/2025,Michael Thomas,abennett@hotmail.com,Chocolate Truffles,Truffles,9,12.73,15,Mobile Payment,Airport Kiosk,Antonio,97.38
INV1329,1/11/2026,Kimberly Meyer,zbryant@hotmail.com,Dark Chocolate Bar,Beverages,5,14.1,5,Credit Card,Downtown,April,66.97
INV1330,9/5/2025,Joshua Weiss,nwalsh@hotmail.com,Milk Chocolate Bar,Bars,7,13.5,15,Mobile Payment,Downtown,Benjamin,80.32
INV1331,6/7/2025,Lisa Vance,sarasmith@yahoo.com,Dark Chocolate Bar,Nuts,1,17.5,10,Mobile Payment,Mall Outlet,Alejandra,15.75
INV1332,11/4/2025,Katie Bailey,fraziersarah@gmail.com,Chocolate-Covered Nuts,Bars,5,5.64,0,Credit Card,Airport Kiosk,Michelle,28.2
INV1333,7/26/2025,Robert Arnold,gbecker@hotmail.com,Chocolate Truffles,Bars,2,3.17,0,Online Transfer,Mall Outlet,Richard,6.34
INV1334,8/5/2025,Matthew Gutierrez,gmcdonald@robinson.net,Hot Chocolate Mix,Beverages,6,9.43,15,Online Transfer,Mall Outlet,Annette,48.09
INV1335,11/4/2025,Jay Weber,scottchristopher@roberts.info,Hot Chocolate Mix,Nuts,1,18.36,0,Mobile Payment,Airport Kiosk,Bryce,18.36
INV1336,7/15/2025,Melissa Miller,kkemp@kelly.com,White Chocolate Bar,Nuts,3,7.04,5,Online Transfer,Airport Kiosk,John,20.06
INV1337,7/5/2025,Mrs. Paula Mathis DVM,howardthomas@gmail.com,Chocolate Gift Box,Gifts,5,17.65,5,Online Transfer,Airport Kiosk,Erika,83.84
INV1338,7/5/2025,Laurie Diaz,wnunez@yahoo.com,Dark Chocolate Bar,Bars,4,24.32,0,Mobile Payment,Uptown,Adam,97.28
INV1339,4/28/2025,Brian Grant,csmith@morrison.com,Dark Chocolate Bar,Bars,3,4.61,5,Online Transfer,Airport Kiosk,Tanya,13.14
INV1340,5/4/2025,Jessica Bush,kriley@yahoo.com,White Chocolate Bar,Truffles,5,17.63,0,Mobile Payment,Downtown,Timothy,88.15
INV1341,6/18/2025,Richard Choi,charlesjacobson@hotmail.com,White Chocolate Bar,Gifts,8,12.48,0,Cash,Mall Outlet,Hunter,99.84
INV1342,2/8/2025,Barry Kelley,dsanchez@mccarthy.biz,White Chocolate Bar,Truffles,4,22.03,0,Credit Card,Uptown,James,88.12
INV1343,5/18/2025,Christopher Phillips,johnsonsarah@rodriguez.com,Chocolate Truffles,Truffles,1,6.49,15,Credit Card,Airport Kiosk,Michael,5.52
INV1344,12/18/2025,Michele Wright,williamsmichael@hotmail.com,Chocolate-Covered Nuts,Truffles,7,18.08,0,Online Transfer,Uptown,Phyllis,126.56
INV1345,11/21/2025,Charles Leonard,sethpitts@yahoo.com,Dark Chocolate Bar,Beverages,8,21.36,15,Online Transfer,Airport Kiosk,Ian,145.25
INV1346,3/20/2025,Vanessa Baldwin,dianarandall@jackson-moore.net,Chocolate Truffles,Beverages,3,23.75,0,Online Transfer,Uptown,Charles,71.25
INV1347,6/26/2025,Hannah Burke,jessica66@gmail.com,White Chocolate Bar,Truffles,6,17.87,0,Credit Card,Mall Outlet,Rebecca,107.22
INV1348,1/10/2026,Mary Nguyen,gloverrebecca@yahoo.com,Dark Chocolate Bar,Gifts,2,13.69,0,Cash,Mall Outlet,Pamela,27.38
INV1349,10/16/2025,Sara Cobb,sarah81@bennett.com,Chocolate Truffles,Bars,7,16.4,5,Cash,Downtown,Peter,109.06
